learning_rate,l2_lambda,n_iter,val_rmse,val_r2,train_rmse,gap
0.0003,0.01,2000,4.722606950001141,0.4880621367095691,4.707313942041446,-0.015293007959694904
0.0003,0.01,2500,4.6075624221143014,0.512700346082662,4.589680949568249,-0.017881472546052102
0.0003,0.05,2000,4.722530503604561,0.48807871038956563,4.70723028798224,-0.015300215622320756
0.0003,0.05,2500,4.607405264058992,0.5127335878503784,4.589516567300587,-0.017888696758405764
0.0005,0.01,2000,4.977821879265002,0.43123566959091775,4.917203289701289,-0.060618589563712355
0.0005,0.01,2500,4.7924959166671055,0.47279787671463536,4.726369844668871,-0.06612607199823461
0.0005,0.05,2000,4.977722179724089,0.43125845263785434,4.917099617830771,-0.06062256189331805
0.0005,0.05,2500,4.792464369555453,0.4728048174193521,4.726336557468688,-0.06612781208676477
